# CIDR.csv
# comments start with '#' and are optional
# this file has 2 columns: cidr,asn

# CIDR IPv4 table 560 records 
# CIDR IPv6 table 44 records 

# Embratel networks 
201.42/15,27699
201.60/15,27699
201.68/15,27699
201.92/15,27699
201.95/16,27699
2804:430::/31,27699

186.200/15,10429
186.238/15,10429
187.8/15,10429
187.50/15,10429
187.92/15,10429
189.20/16,10429
189.44/16,10429
189.56/15,10429
189.108/15,10429
200.148.128/17,10429
200.153.0/17,10429
200.159.0/18,10429
200.159.64/18,10429
200.168.160/19,10429
200.168.192/18,10429
200.171.192/19,10429
200.205/16,10429
200.206.0/17,10429
200.232.0/17,10429
201.28.0/17,10429
201.28.128/17,10429
201.63/16,10429
201.91/16,10429
2001:12e0::/32,10429

189.8.64/20,11419
200.196.224/19,11419
200.229.192/20,11419
2804:e00::/32,11419

131.0.76/22,14457
177.125.220/22,14457
2804:1a64::/32,14457

200.185.0/19,16685
200.185.32/19,16685
200.185.64/18,16685
200.185.128/18,16685
2001:1280::/32,16685

186.203/16,17379
187.48/16,17379
189.21/16,17379
189.77/16,17379
200.157.0/18,17379
200.157.64/18,17379
200.157.128/17,17379
200.184/16,17379
201.12/16,17379
201.36/16,17379
201.70/16,17379
2804:20::/32,17379

177.28/14,26615
177.48/14,26615
177.108/14,26615
177.120/15,26615
177.122/15,26615
177.148/14,26615
177.164/14,26615
177.186/15,26615
177.216/14,26615
179.10/15,26615
179.16/15,26615
179.34/15,26615
179.54/15,26615
179.72/14,26615
179.76/14,26615
179.120/14,26615
179.200/14,26615
179.204/14,26615
179.248/14,26615
181.76/15,26615
186.196/14,26615
186.228/14,26615
186.252/14,26615
187.46/15,26615
187.80/14,26615
187.96/14,26615
189.40/16,26615
189.64/14,26615
189.116/14,26615
191.48/14,26615
191.86/15,26615
191.120/14,26615
191.128/12,26615
191.160/14,26615
191.164/14,26615
191.168/14,26615
191.172/14,26615
191.224/14,26615
191.228/14,26615
2804:214::/32,26615

177.45/16,19182
179.97.128/18,19182
187.121.0/17,19182
189.38.128/17,19182
200.150.176/20,19182
200.160.64/20,19182
200.160.80/20,19182
200.162.192/20,19182
200.162.208/20,19182
200.162.224/20,19182
200.162.240/20,19182
200.170.96/20,19182
200.170.112/20,19182
200.185.224/19,19182
200.233.48/20,19182
201.20.192/18,19182
201.87.0/17,19182
2804:cc::/32,19182

177.128.88/21,262805
186.250.40/22,262805
186.250.44/22,262805
186.250.104/22,262805
186.250.108/22,262805
2804:74c::/32,262805

177.92.0/18,14868
177.220.128/19,14868
177.220.160/19,14868
187.95.96/19,14868
200.150.64/19,14868
200.150.96/19,14868
200.195.128/18,14868
2001:1284::/32,14868

177.47.0/19,16397
177.126.160/19,16397
177.154.128/19,16397
179.124.32/20,16397
200.143.160/19,16397
200.155.0/20,16397
200.155.64/20,16397
200.198.176/20,16397
200.219.192/19,16397
200.219.224/19,16397
201.20.0/19,16397
201.20.32/20,16397
201.20.48/20,16397
201.150.92/22,16397
2001:12e8::/32,16397

177.69/16,16735
187.32/16,16735
187.72/16,16735
189.112/16,16735
200.146.192/18,16735
200.170.128/18,16735
200.225.192/18,16735
200.233.128/18,16735
200.233.192/18,16735
201.16.128/18,16735
201.16.192/18,16735
201.48.0/17,16735
201.48.128/17,16735
2001:1291::/32,16735

177.190.96/20,22356
186.192.128/19,22356
189.124.96/20,22356
200.160.192/20,22356
200.170.80/20,22356
201.76.192/20,22356
2001:129c::/32,22356

177.101.192/19,25933
177.101.224/19,25933
177.220.192/19,25933
177.220.224/19,25933
187.84.192/19,25933
189.45.32/19,25933
200.152.240/20,25933
2001:128c::/32,25933

177.184.0/19,26592
179.107.32/20,26592
187.0.192/20,26592
187.0.208/20,26592
187.33.0/19,26592
200.95.188/22,26592
200.150.144/20,26592
200.155.16/20,26592
201.49.208/20,26592
2804:50::/32,26592

177.46.0/17,28135
187.45.80/20,28135
187.86.0/20,28135
187.86.16/20,28135
2804:88::/32,28135

189.91.176/20,28207

177.89/16,28220
179.190.128/17,28220
186.236.192/19,28220
187.60.64/19,28220
187.61.128/18,28220
187.61.192/18,28220
187.111.224/19,28220
189.124.128/17,28220
2804:54::/32,28220

186.194.32/20,28233
186.194.48/20,28233
189.127.48/20,28233
2804:2e0::/32,28233

177.101.96/19,28343
177.200.192/19,28343
179.127.160/19,28343
179.190.96/19,28343
187.85.160/20,28343
187.85.176/20,28343
189.45.192/20,28343
2804:30c::/32,28343

187.62.64/18,28347
187.102.192/18,28347
189.51.32/20,28347
189.51.48/20,28347
189.113.32/20,28347
189.127.128/18,28347
2001:12b8::/32,28347

177.184.128/20,28368
177.200.80/20,28368
186.225.32/20,28368
186.225.48/20,28368
187.60.32/20,28368
189.84.112/20,28368
2804:854::/32,28368

186.224.128/19,28580
186.224.160/19,28580
187.45.0/20,28580
187.45.16/20,28580
189.28.224/20,28580
189.28.240/20,28580
191.253.224/19,28580
200.187.80/20,28580
201.46.32/20,28580
201.46.48/20,28580
2804:90::/32,28580

187.110.64/19,28624
187.110.96/19,28624
200.237.128/19,28624
201.33.32/19,28624
201.54.160/20,28624
2804:3bc::/32,28624

189.89.96/19,19089
189.89.192/20,19089
200.192.160/20,19089
200.225.80/20,19089
2804:38::/32,19089

177.153/16,27715
179.188/16,27715
186.202/16,27715
187.45.192/19,27715
187.45.224/19,27715
189.126.96/19,27715
191.252/16,27715
200.234.192/20,27715
200.234.208/20,27715
201.76.32/19,27715
2804:218::/32,27715

189.14.96/20,18479
200.192.128/20,18479

179.124.160/20,28625
186.209.160/20,28625
201.94.144/20,28625
2001:12bc::/32,28625

200.154/16,11706
200.176/16,11706
200.177/16,11706
200.192.176/20,11706
200.192.192/20,11706
2001:12c0::/32,11706

# Reserved networks
0.0.0.0/8,-3L
10.0.0.0/8,-3L
100.64.0.0/10,-3L
127.0.0.0/8,-3L
169.254.0.0/16,-3L
172.16.0.0/12,-3L
192.0.0.0/29,-3L
192.0.2.0/24,-3L
192.88.99.0/24,-3L
192.168.0.0/16,-3L
198.18/15,-3L
198.51.100.0/24,-3L
203.0.113.0/24,-3L
224.0.0.0/4,-3L
233.252.0.0/24,-3L
240.0.0.0/4,-3L
255.255.255.254,-3L
255.255.255.255/32,-3L
::/128,-3L
::1/128,-3L
::ffff:0:0/96,-3L
100::/64,-3L
64:ff9b::/96,-3L
2001::/32,-3L
2001:10::/28,-3L
2001:db8::/32,-3L
2002::/16,-3L
fc00::/7,-3L
fe80::/10,-3L
ff00::/8,-3L
